USAF,WBAN,STATION_NAME,CTRY,ST,CALL,LAT,LNG,ELEV(M),BEGIN,END
999999,24230,REDMOND ROBERTS FIELD        ,US,OR,KRDM,44.256,-121.139,+0940.0,19480101,19721231
999999,24231,ROSEBURG MUNICIPAL AP        ,US,OR,KRBG,43.239,-123.355,+0155.1,19480101,19650101
999999,24232,SALEM MCNARY FIELD           ,US,OR,KSLE,44.905,-123.001,+0061.3,19480101,19721231
999999,24233,SEATTLE SEATTLE-TACOMA ARPT  ,US,WA,KSEA,47.444,-122.314,+0132.3,19700101,19721231
999999,24234,SEATTLE BOEING FIELD         ,US,WA,KBFI,47.53,-122.301,+0009.1,19650101,19721231
999999,24235,SEXTON SUMMIT                ,US,OR,KSXT,42.6,-123.364,+1170.7,19480101,19721231
999999,24236,SISKIYOU SUMMIT              ,US,OR,    ,42.083,-122.567,+1367.0,19480101,19480919
999999,24237,STAMPEDE PASS                ,US,WA,KSMP,47.277,-121.337,+1209.1,19480101,19721231
999999,24238,STEVENSON                    ,US,WA,    ,45.717,-121.833,+0096.9,19490101,19520416
999999,24240,TATOOSH ISLAND               ,US,WA,K93S,48.383,-124.733,+0025.9,19480101,19660801
999999,24241,TOLEDO WINLOCK MUNI AP       ,US,WA,KTDO,46.483,-122.817,+0114.3,19480101,20051231
999999,24243,YAKIMA AIR TERMINAL          ,US,WA,KYKM,46.568,-120.543,+0324.9,19480101,19721231
999999,24244,SEATTLE NAS                  ,US,WA,NEJ ,47.683,-122.267,+0014.9,19450301,19700601
999999,24246,ASTORIA NAS                  ,US,OR,    ,46.167,-123.883,+0004.0,19450401,19460520
999999,24248,CORVALLIS NAAS               ,US,OR,    ,44.5,-123.283,+0075.0,19450622,19450915
999999,24249,KLAMATH FALLS NAS            ,US,OR,    ,42.133,-121.750,+1247.9,19450401,19451001
999999,24250,LAKEVIEW NSA                 ,US,OR,    ,42.15,-120.400,+1444.1,19450401,19451001
999999,24251,NORTH BEND NAAF              ,US,OR,    ,43.417,-124.233,+0015.8,19450501,19450915
999999,24252,QUILLAYUTE NAAS              ,US,WA,    ,47.95,-124.533,+0061.9,19450301,19450901
999999,24253,SHELTON NAAS                 ,US,WA,    ,47.233,-123.133,+0091.1,19450401,19450916
999999,24254,TILLAMOOK NAS                ,US,OR,    ,45.417,-123.800,+0011.9,19460101,19480430
999999,24255,WHIDBEY ISLAND NAS           ,US,WA,KNUW,48.35,-122.667,+0014.3,19450401,19721231
999999,24259,MONTAGUE SISKIYOU COUNTY AP  ,US,CA,KSIY,41.781,-122.472,+0805.0,19560101,19660101
999999,24278,HOQUIAM                      ,US,WA,    ,46.967,-123.883,+0004.9,19530501,19530601
999999,24281,WSMO (EMSU)                  ,US,WA,    ,47.65,-122.300,+0005.8,19960702,20031231
999999,24283,ARCATA AIRPORT               ,US,CA,KACV,40.978,-124.109,+0064.0,19491201,19721231
999999,24284,NORTH BEND MUNI AIRPORT      ,US,OR,KOTH,43.413,-124.244,+0005.2,19490501,19761231
999999,24285,NEWPORT MUNICIPAL AP         ,US,OR,KONP,44.583,-124.050,+0048.8,19490801,19501115
999999,24286,CRESCENT CITY FAA AI         ,US,CA,KCEC,41.78,-124.237,+0016.8,19491015,19550101
999999,25309,JUNEAU MUNICIPAL ARPT        ,US,AK,PAJN,58.357,-134.564,+0007.3,19480701,19721231
999999,25310,ANGOON                       ,US,AK,PAGN,57.499,-134.586,+0000.0,19480724,19480901
999999,25315,CAPE DECISION                ,US,AK,CDE ,56,-134.133,+0014.9,19480701,19480901
999999,25316,CAPE SPENCER                 ,US,AK,CSP ,58.2,-136.633,+0027.1,19480701,19480901
999999,25317,CRAIG                        ,US,AK,CGA ,55.483,-133.150,+0004.0,19480701,19480901
999999,25322,GUSTAVUS                     ,US,AK,PAGS,58.411,-135.709,+0009.1,19490101,19680701
999999,25323,HAINES                       ,US,AK,PAHN,59.243,-135.509,+0004.9,19480701,19530831
999999,25325,KETCHIKAN TONGASS            ,US,AK,PAKT,55.357,-131.712,+0029.3,19480701,19480831
999999,25329,PETERSBURG                   ,US,AK,PAPG,56.806,-132.937,+0032.6,19480701,19560430
999999,25333,SITKA JAPONSKI AP            ,US,AK,PASI,57.048,-135.365,+0020.4,19480701,19710201
999999,25339,YAKUTAT STATE AP             ,US,AK,PAYA,59.512,-139.671,+0009.4,19490101,19721231
999999,25379,SITKA 1 NE                   ,US,AK,    ,57.057,-135.327,+0023.8,20050815,20210422
999999,25380,GUSTAVUS 2 NE                ,US,AK,    ,58.429,-135.690,+0006.1,20120719,20210422
999999,25381,METLAKATLA 6 S               ,US,AK,    ,55.046,-131.588,+0032.0,20120726,20210422
999999,25382,YAKUTAT 3 SSE                ,US,AK,    ,59.509,-139.685,+0007.9,20160827,20210422
999999,25403,MIDDLETON ISLAND AUT         ,US,AK,PAMD,59.45,-146.317,+0036.9,19590101,19630701
999999,25506,ILIAMNA ARPT                 ,US,AK,PAIL,59.749,-154.909,+0048.8,19480701,19710131
999999,25507,HOMER MUNICIPAL ARPT         ,US,AK,PAHO,59.642,-151.491,+0022.3,19480701,19721231
999999,25515,DRIFTWOOD BAY                ,US,AK,DFB ,53.967,-166.850,+0395.9,19590630,19690601
999999,25522,KING SALMON 42 SE            ,US,AK,    ,58.208,-155.923,+0201.5,20120815,20210422
999999,25624,COLD BAY ARPT                ,US,AK,PACD,55.221,-162.733,+0031.4,19550701,19721231
999999,25630,SAND POINT 1 ENE             ,US,AK,    ,55.347,-160.466,+0073.2,20090820,20210422
999999,25701,ADAK DAVIS AFB               ,US,AK,    ,51.883,-176.650,+0004.9,19490101,19500701
999999,25709,ASI TANAGA ISLAND NS         ,US,AK,    ,51.75,-178.033,+0045.1,19470201,19490316
999999,25711,ST. PAUL 4 NE                ,US,AK,    ,57.158,-170.212,+0006.1,20050807,20210605
999999,26401,ANCHORAGE ELMENDORF AFB      ,US,AK,PAED,61.253,-149.794,+0064.9,20040702,20051231
999999,26403,LADD AAB                     ,US,AK,FBK ,64.85,-147.583,+0148.1,19490101,19601101
999999,26413,FORT YUKON                   ,US,AK,PFYU,66.567,-145.267,+0138.4,19480701,19630930
999999,26414,SUMMIT AIRPORT               ,US,AK,PAST,63.331,-149.127,+0734.3,19480701,20041231
999999,26416,BOUNDARY                     ,US,AK,BYA ,64.067,-141.117,+0793.1,19480701,19480901
999999,26417,CAPE HINCHINBROOK            ,US,AK,CHB ,60.233,-146.650,+0056.1,19640701,19731231
999999,26418,CENTRAL NO 2                 ,US,AK,PACE,65.567,-144.765,+0284.1,19480701,19480901
999999,26422,EAGLE AIRPORT                ,US,AK,PAEG,64.777,-141.148,+0273.7,19980202,20051231
999999,26435,NENANA MUNICIPAL AP          ,US,AK,PANN,64.55,-149.072,+0110.3,19490101,19710201
999999,26436,NORTH DUTCH ISLAND C         ,US,AK,NDI ,60.767,-147.800,+0011.9,19480701,19510914
999999,26437,PORTAGE                      ,US,AK,    ,60.85,-148.983,+0011.0,19480701,19480901
999999,26439,SHEEP MOUNTAIN               ,US,AK,PASP,61.812,-147.507,+0835.2,19490101,20041231
999999,26442,VALDEZ WSO                   ,US,AK,PAVW,61.13,-146.352,+0011.3,19670702,19721231
999999,26445,YAKATAGA AP                  ,US,AK,PAWS,61.572,-149.540,+0107.9,19480701,19680523
999999,26451,ANCHORAGE INTL AP            ,US,AK,PANC,61.169,-150.028,+0040.2,19531101,19721231
999999,26452,ELMENDORF 2 AFB              ,US,AK,    ,61.25,-149.800,+0063.1,19531022,19560413
999999,26455,HUMPHREY POINT BAR A         ,US,AK,    ,69.917,-142.333,+0007.0,19580401,19630901
999999,26457,CAMDEN BAY                   ,US,AK,    ,69.983,-144.833,+0003.0,19580324,19630801
999999,26458,GERSTLE RIVER                ,US,AK,    ,63.85,-144.983,+0004.9,19691130,19700917
999999,26494,FAIRBANKS 11 NE              ,US,AK,    ,64.974,-147.510,+0347.5,20020809,20210422
999999,26510,MCGRATH ARPT                 ,US,AK,PAMC,62.957,-155.610,+0103.0,19480703,19721231
999999,26512,MINCHUMINA                   ,US,AK,PAMH,63.886,-152.302,+0214.0,19480701,19690501
999999,26513,SHUNGNAK CAA                 ,US,AK,SHG ,66.9,-157.033,+0042.1,19480709,19500915
999999,26514,SKWENTNA                     ,US,AK,PASW,61.977,-151.217,+0045.1,19480731,19590217
999999,26516,ANIAK AIRPORT                ,US,AK,PANI,61.583,-159.533,+0025.9,19480701,19710131
999999,26517,BETTLES CAA                  ,US,AK,    ,66.9,-151.717,+0260.9,19480701,19510501
999999,26519,FAREWELL FAA AP              ,US,AK,PAFK,62.517,-153.883,+0458.1,19480701,19710201
999999,26523,KENAI MUNICIPAL AP           ,US,AK,PAEN,60.58,-151.239,+0028.0,19480701,19710201
999999,26526,PUNTILLA LAKE                ,US,AK,KPTI,62.091,-152.735,+0566.3,20040702,20051231
999999,26528,TALKEETNA STATE ARPT         ,US,AK,PATK,62.32,-150.095,+0108.5,19480701,19721231
999999,26529,TANANA RALPH M CALHOUN MEM AP,US,AK,PATA,65.175,-152.107,+0067.1,19480701,19710311
999999,26533,BETTLES FIELD                ,US,AK,PABT,66.54,-151.310,+0196.0,19520101,19721231
999999,26539,FIVE MILE CAMP               ,US,AK,    ,66.083,-150.000,+0134.1,19741101,19751101
999999,26540,OLD MAN                      ,US,AK,    ,67.45,-150.583,+0011.0,19741101,19751101
999999,26547,HAYES RIVER                  ,US,AK,    ,61.983,-152.083,+0305.1,20050601,20051231
999999,26562,PORT ALSWORTH 1 SW           ,US,AK,    ,60.195,-154.320,+0097.8,20090925,20210422
999999,26563,KENAI 29 ENE                 ,US,AK,    ,60.724,-150.448,+0086.0,20100830,20210422
999999,26564,IVOTUK 1 NNE                 ,US,AK,    ,68.485,-155.751,+0581.9,20140618,20210422
999999,26565,DEADHORSE 3 S                ,US,AK,    ,70.162,-148.464,+0009.1,20140627,20210422
999999,26616,KOTZEBUE RALPH WEIN MEMORIAL ,US,AK,PAOT,66.867,-162.633,+0004.9,19450101,19721231
999999,26617,NOME MUNICIPAL ARPT          ,US,AK,PAOM,64.511,-165.440,+0006.7,19470101,19721231
999999,26618,WALES                        ,US,AK,KWAA,65.617,-168.050,+0002.7,19560802,19580517
999999,26619,CANDLE                       ,US,AK,CDL ,65.933,-161.917,+0007.0,19480701,19480901
999999,26627,UNALAKLEET FIELD             ,US,AK,PAUN,63.883,-160.800,+0006.1,19480701,19721231
999999,26637,CAPE BEAUFORT LIZ A          ,US,AK,    ,69.033,-163.783,+0014.9,19571014,19630824
999999,26638,POINT LAY LIZ 2              ,US,AK,PIZ ,69.733,-163.017,+0006.1,19570801,19721231
999999,26655,RED DOG MINE 3 SSW           ,US,AK,    ,68.028,-162.921,+0287.1,20100825,20210422
999999,26656,BETHEL 87 WNW                ,US,AK,    ,61.347,-164.077,+0046.6,20180817,20210422
999999,26703,GAMBELL                      ,US,AK,PAGM,63.767,-171.733,+0007.9,19480701,19530701
999999,27301,MCINTYRE POW C               ,US,AK,    ,70.4,-148.700,+0004.9,19580301,19630701
999999,27403,OLIKTOK POW 2                ,US,AK,OLI ,70.5,-149.883,+0004.9,19570809,19721231
999999,27404,FLAXMAN ISLAND POW 3         ,US,AK,    ,70.167,-146.833,+0007.0,19570815,19710701
999999,27405,PRUDHOE BAY                  ,US,AK,PAUD,70.25,-148.333,+0014.0,19680701,19721231
999999,27503,WAINWRIGHT AIRPORT           ,US,AK,PAWI,70.639,-159.995,+0009.1,19480701,20051231
999999,27506,BARROW POINT BARROW          ,US,AK,PBA ,71.333,-156.650,+0006.1,19590826,19710101
999999,27507,PEARD BAY LIZ C              ,US,AK,    ,70.8,-158.250,+0028.0,19570801,19630701
999999,27508,WAINWRIGHT LIZ 3             ,US,AK,PAWI,70.617,-159.850,+0027.1,19570802,19721231
999999,27510,CAPE SIMPSON POW A           ,US,AK,    ,71.05,-154.750,+0003.0,19571101,19630903
999999,27511,KOGRU RIVER POW B            ,US,AK,    ,71.583,-152.167,+0009.1,19580101,19630904
999999,27512,LONELY                       ,US,AK,LNI ,70.917,-153.250,+0009.1,19570726,19721231
"9""99999 """,7516,TQIAÄ VIK FORMERLY BARROW 4 E,US,AK,    ,71.321,-156.611,+0004.6,20020808,20201222
999999,27601,ICY CAPE LIZ B               ,US,AK,    ,70.367,-161.750,+0014.9,19571101,19630828
999999,42215,FUTENMA                      ,US,  ,ROTM,26.267,127.75,+0084.1,19600630,19721231
999999,45708,SHEMYA ISLAND                ,US,AK,    ,52.717,174.1,+0039.9,19490101,19551201
999999,45709,ATTU NS                      ,US,AK,ATU ,52.8,173.167,+0028.0,19470101,19580625
999999,45714,SHEMYA ISLAND                ,US,AK,    ,52.717,174.1,+0034.1,19580628,19590901
999999,45715,SHEMYA AFB                   ,US,AK,PASY,52.717,-174.100,+0029.6,19590901,20041231
999999,53002,ARTESIA 2 WNW                ,US,NM,    ,32.855,-104.457,+1067.1,20100624,20140601
999999,53003,GRANTS 2 S                   ,US,NM,    ,35.119,-107.830,+1963.8,20100828,20140601
999999,53004,BLUFF 32 NW                  ,US,UT,    ,37.601,-109.989,+1959.3,20100813,20140601
999999,53005,BUENA VISTA 2 SSE            ,US,CO,    ,38.811,-106.122,+2418.0,20100717,20140601
999999,53006,AMADO 23 W                   ,US,AZ,    ,31.692,-111.448,+1005.8,20100926,20140601
999999,53007,COLORADO SPRINGS 23 NW       ,US,CO,    ,39.088,-105.088,+2399.4,20100630,20140601
999999,53008,CLOVIS 7 N                   ,US,NM,    ,34.512,-103.174,+1315.5,20091213,20140601
999999,53009,RAMAH 9 SE                   ,US,NM,    ,35.046,-108.364,+2183.6,20100902,20140601
999999,53010,MONTICELLO 24 NW             ,US,UT,    ,38.14,-109.617,+1531.6,20100814,20140601
999999,53011,TSAILE 1 SSW                 ,US,AZ,    ,36.292,-109.218,+2155.2,20100817,20130624
999999,53012,BLANDING 26 SSW              ,US,UT,    ,37.267,-109.607,+1338.1,20100815,20140601
999999,53013,CEDAR CITY 18 SSE            ,US,UT,    ,37.457,-113.225,+1553.3,20100804,20140601
999999,53014,MEXICAN HAT 10 NW            ,US,UT,    ,37.251,-109.988,+1939.8,20100818,20140601
999999,53015,HAGERMAN 10 ESE              ,US,NM,    ,33.088,-104.162,+1082.7,20100904,20140601
999999,53016,VAUGHN 36 SSE                ,US,NM,    ,34.137,-104.930,+1534.4,20100828,20140601
999999,53017,AZTEC 43 E                   ,US,NM,    ,36.75,-107.219,+2140.9,20100831,20140601
999999,53129,COLORADO CITY MUNI AIRPORT   ,US,AZ,KAZC,36.96,-113.014,+1485.6,20020802,20041231
999999,53131,TUCSON 11 W                  ,US,AZ,    ,32.24,-111.170,+0833.0,20020918,20210422
999999,53132,ELGIN 5 S                    ,US,AZ,    ,31.591,-110.509,+1466.4,20020915,20210422
999999,53136,MERCURY 3 SSW                ,US,NV,    ,36.624,-116.023,+1001.0,20010524,20210422
999999,53138,BAKER 5 W                    ,US,NV,    ,39.012,-114.209,+2016.9,20040509,20210422
999999,53139,STOVEPIPE WELLS 1 SW         ,US,CA,    ,36.602,-117.145,+0025.6,20040504,20210422
999999,53149,TORREY 7 E                   ,US,UT,    ,38.303,-111.294,+1891.0,20071002,20210422
999999,53150,YOSEMITE VILLAGE 12 W        ,US,CA,    ,37.759,-119.821,+2017.8,20070928,20210422
999999,53151,FALLBROOK 5 NE               ,US,CA,    ,33.439,-117.190,+0347.5,20080430,20210422
999999,53152,SANTA BARBARA 11 W           ,US,CA,    ,34.414,-119.880,+0005.5,20080814,20210422
999999,53154,YUMA 27 ENE                  ,US,AZ,    ,32.835,-114.188,+0189.0,20080319,20210422
999999,53155,WILLIAMS 35 NNW              ,US,AZ,    ,35.755,-112.337,+1825.8,20080626,20210422
999999,53156,PHOENIX 7 S                  ,US,AZ,    ,33.347,-112.083,+0427.9,20100301,20140601
999999,53159,CAMERON 25 SSE               ,US,AZ,    ,35.504,-111.345,+1465.2,20091215,20140601
999999,53160,CAMP VERDE 3 N               ,US,AZ,    ,34.614,-111.843,+1046.7,20100302,20140601
999999,53162,COOLIDGE 5 W                 ,US,AZ,    ,32.992,-111.533,+0434.3,20100227,20140601
999999,53163,SOCORRO 17 WSW               ,US,NM,    ,33.98,-107.187,+3196.1,20100625,20140601
999999,53164,PAGE 9 WSW                   ,US,AZ,    ,36.864,-111.601,+0991.8,20100803,20140601
999999,53165,DELTA 4 NE                   ,US,UT,    ,39.387,-112.510,+1451.2,20100801,20140601
999999,53166,ST. GEORGE 15 NE             ,US,UT,    ,37.216,-113.379,+1041.5,20100805,20120927
999999,53167,MIDWAY 3 NE                  ,US,UT,    ,40.547,-111.414,+1752.0,20100723,20140601
999999,53168,AJO 29 S                     ,US,AZ,    ,31.95,-112.801,+0506.3,20100927,20140601
999999,53169,KAYENTA 16 WSW               ,US,AZ,    ,36.682,-110.542,+2217.1,20100819,20140601
999999,53170,HEBER 3 SE                   ,US,AZ,    ,34.398,-110.566,+2019.3,20091217,20140601
999999,53171,MILFORD 42 WNW               ,US,UT,    ,38.594,-113.751,+1601.7,20100802,20140601
999999,53172,LAKE HAVASU CITY 19 SE       ,US,AZ,    ,34.253,-114.134,+0126.8,20100922,20140601
999999,53173,NAGEEZI 18 SSW               ,US,NM,    ,36.035,-107.905,+1965.7,20100901,20140601
999999,53176,GILA BEND 3 ENE              ,US,AZ,    ,32.965,-112.670,+0237.7,20100924,20140601
999999,53843,ANDALUSIA-OPP  MUNICIPAL AIRP,US,AL,    ,31.309,-86.394,+0094.5,20040702,20051230
999999,53846,KINGS BAY/NAVAL STATION      ,US,GA,    ,30.8,-81.500,+0015.2,19960702,20031231
999999,53848,NAVAL AUXILIARY LANDING FD   ,US,FL,KNFJ,30.507,-86.960,+0033.8,19960702,20091231
999999,53854,ORANGEBURG MUNICIPAL AP      ,US,SC,KOGB,33.462,-80.858,+0060.0,19970602,20051231
999999,53867,COLUMBIA OWENS DOWNTOWN AP   ,US,SC,KCUB,33.971,-80.996,+0064.6,19981002,20051231
999999,53877,ASHEVILLE 8 SSW              ,US,NC,    ,35.495,-82.614,+0655.6,20001120,20210422
999999,53878,ASHEVILLE 13 S               ,US,NC,    ,35.419,-82.557,+0641.0,20001121,20210422
999999,53882,KNOXVILLE ISLAND AP          ,US,GA,KBGE,30.983,-84.633,+0043.0,20020602,20051231
999999,53894,HERLONG AIRPORT              ,US,FL,KHEG,30.278,-81.806,+0026.5,20020602,20050702
999999,53921,MOUNT IDA                    ,US,AR,KMWT,34.547,-93.578,+0214.0,19990302,20041231
999999,53926,STILLWATER 2 W               ,US,OK,    ,36.118,-97.091,+0271.3,20020312,20210422
999999,53927,STILLWATER 5 WNW             ,US,OK,    ,36.135,-97.108,+0270.7,20020312,20210422
999999,53960,LAFAYETTE 13 SE              ,US,LA,    ,30.092,-91.873,+0010.7,20030111,20210422
999999,53961,MONROE 26 N                  ,US,LA,    ,32.883,-92.117,+0026.8,20030115,20210422
999999,53968,PALESTINE 6 WNW              ,US,TX,    ,31.78,-95.723,+0116.7,20030525,20210422
999999,53974,MANHATTAN 6 SSW              ,US,KS,    ,39.103,-96.610,+0346.6,20031001,20210422
999999,54781,W. H. MORSE STATE AIRPORT    ,US,VT,KDDH,42.894,-73.249,+0240.8,19981202,20051231
999999,54794,DURHAM 2 N                   ,US,NH,    ,43.172,-70.928,+0036.3,20011216,20210422
999999,54795,DURHAM 2 SSW                 ,US,NH,    ,43.109,-70.948,+0019.2,20011216,20210422
999999,54796,KINGSTON 1 NW                ,US,RI,    ,41.491,-71.541,+0035.1,20011216,20210422
999999,54797,KINGSTON 1 W                 ,US,RI,    ,41.478,-71.542,+0032.3,20011216,20210422
999999,54808,CHAMPAIGN 9 SW               ,US,IL,    ,40.053,-88.373,+0213.4,20021220,20210422
999999,54810,CHATHAM 1 SE                 ,US,MI,    ,46.335,-86.920,+0266.7,20041110,20210422
999999,54811,SHABBONA 5 NNE               ,US,IL,    ,41.843,-88.851,+0262.4,20030816,20210422
999999,54851,COSHOCTON 8 NNE              ,US,OH,    ,40.367,-81.783,+0341.4,20061109,20160919
999999,54854,GAYLORD 9 SSW                ,US,MI,    ,44.908,-84.720,+0445.3,20070919,20210422
999999,54856,WOOSTER 3 SSE                ,US,OH,    ,40.764,-81.910,+0335.9,20161110,20210422
999999,54902,DES MOINES 17 E              ,US,IA,    ,41.556,-93.286,+0280.7,20040915,20210422
999999,54903,NECEDAH 5 WNW                ,US,WI,    ,44.06,-90.174,+0284.4,20041001,20210422
999999,54932,SANDSTONE 6 W                ,US,MN,    ,46.114,-92.994,+0344.4,20070622,20210208
999999,54933,ABERDEEN 35 WNW              ,US,SD,    ,45.712,-99.130,+0596.5,20070626,20210422
999999,54937,JAMESTOWN 38 WSW             ,US,ND,    ,46.77,-99.478,+0585.2,20080729,20210422
999999,56401,GLENNALLEN 64 N              ,US,AK,    ,63.03,-145.500,+0813.5,20130809,20210422
999999,63820,EVERETT-STEWART AIRPORT      ,US,TN,KUCY,36.38,-88.985,+0103.9,20020902,20050817
999999,63826,BLACKVILLE 3 W               ,US,SC,    ,33.355,-81.328,+0096.6,20020713,20210422
999999,63828,NEWTON 8 W                   ,US,GA,    ,31.313,-84.471,+0053.6,20020827,20210422
999999,63829,NEWTON 11 SW                 ,US,GA,    ,31.192,-84.447,+0047.6,20020827,20210422
999999,63831,NEWTON 5 ENE                 ,US,MS,    ,32.338,-89.070,+0114.0,20021103,20210422
999999,63838,VERSAILLES 3 NNW             ,US,KY,    ,38.095,-84.747,+0271.6,20011120,20210422
999999,63839,FOLSOM FIELD AP              ,US,AL,K3A1,34.269,-86.858,+0293.5,20040102,20051231
999999,63849,BOWLING GREEN 21 NNE         ,US,KY,    ,37.25,-86.233,+0240.8,20040519,20210422
999999,63850,WATKINSVILLE 5 SSE           ,US,GA,    ,33.784,-83.390,+0225.9,20040430,20210422
999999,63855,CROSSVILLE 7 NW              ,US,TN,    ,36.014,-85.135,+0583.1,20041203,20210422
999999,63856,BRUNSWICK 23 S               ,US,GA,    ,30.808,-81.460,+0007.6,20041215,20210422
999999,63857,GADSDEN 19 N                 ,US,AL,    ,34.285,-85.962,+0351.1,20050414,20210422
999999,63858,SELMA 13 WNW                 ,US,AL,    ,32.457,-87.242,+0058.8,20050526,20210422
999999,63862,VALLEY HEAD 1 SSW            ,US,AL,    ,34.565,-85.617,+0310.9,20060504,20210422
999999,63866,GUNTERSVILLE 2 SW            ,US,AL,    ,34.334,-86.316,+0189.0,20060504,20131216
999999,63867,CULLMAN 3 ENE                ,US,AL,    ,34.195,-86.796,+0243.8,20060504,20210422
999999,63868,COURTLAND 2 WSW              ,US,AL,    ,34.66,-87.346,+0175.3,20060504,20210422
999999,63869,FAIRHOPE 3 NE                ,US,AL,    ,30.549,-87.876,+0029.0,20060713,20210422
999999,63871,TRI-COUNTY AIRPORT           ,US,FL,    ,30.846,-85.601,+0025.9,20060901,20210606
999999,63890,WHITEHOUSE NAVAL OUTLYING FIE,US,FL,KNEN,30.35,-81.883,+0030.2,20080101,20091231
999999,63891,CLANTON 2 NE                 ,US,AL,    ,32.852,-86.612,+0178.0,20070314,20210422
999999,63892,GAINESVILLE 2 NE             ,US,AL,    ,32.837,-88.137,+0032.6,20070316,20210422
999999,63893,GREENSBORO 2 WNW             ,US,AL,    ,32.717,-87.623,+0085.3,20070315,20210422
999999,63894,MUSCLE SHOALS 2 N            ,US,AL,    ,34.773,-87.640,+0161.5,20070425,20210422
999999,63895,RUSSELLVILLE 4 SSE           ,US,AL,    ,34.454,-87.710,+0219.5,20060816,20210422
999999,63896,SCOTTSBORO 2 NE              ,US,AL,    ,34.694,-86.000,+0193.9,20060816,20210422
999999,63897,SELMA 6 SSE                  ,US,AL,    ,32.335,-86.979,+0047.9,20070315,20210422
999999,63898,BEDFORD 5 WNW                ,US,IN,    ,38.888,-86.571,+0231.7,20071003,20210422
999999,63899,BREWTON 3 NNE                ,US,AL,    ,31.145,-87.052,+0051.8,20080117,20210422
999999,64756,MILLBROOK 3 W                ,US,NY,    ,41.786,-73.742,+0125.9,20041101,20210422
999999,64758,ITHACA 13 E                  ,US,NY,    ,42.44,-76.246,+0374.3,20041027,20210422
999999,73801,NORTHPORT 2 S                ,US,AL,    ,33.213,-87.591,+0045.7,20090521,20210422
999999,73802,HIGHLAND HOME 2 S            ,US,AL,    ,31.916,-86.312,+0187.2,20081202,20210422
999999,73803,TALLADEGA 10 NNE             ,US,AL,    ,33.572,-86.057,+0160.0,20081203,20210422
999999,73805,NORTHWEST FLORIDA BEACHES INT,US,FL,KECP,30.349,-85.788,+0021.0,20100501,20110301
999999,92802,TAMPA BAY EXECUTIVE          ,US,FL,KRRF,28.188,-82.626,+0012.5,19960702,20041231
999999,92811,LIFEGUARD OFFICE             ,US,FL,    ,25.806,-80.133,+0002.4,20050101,20120201
999999,92821,TITUSVILLE 7 E               ,US,FL,    ,28.616,-80.693,+0000.9,20050506,20210422
999999,92826,EVERGLADES CITY 5 NE         ,US,FL,    ,25.9,-81.318,+0001.2,20070210,20210422
999999,92827,SEBRING 23 SSE               ,US,FL,    ,27.153,-81.369,+0045.7,20071208,20210422
999999,93026,DOUGLAS MUNICIPAL AP         ,US,AZ,KDUG,31.458,-109.606,+1250.0,19481101,19550101
999999,93032,DENVER NAS                   ,US,CO,    ,39.7,-104.750,+1695.9,19471001,19590310
999999,93035,MARFA                        ,US,TX,KMRF,30.371,-104.017,+1478.0,19480705,19550101
999999,93037,COLORADO SPRINGS PETERSON FIE,US,CO,KCOS,38.81,-104.688,+1880.6,19650101,19721231
999999,93041,LAS CRUCES MUNICIPAL AP      ,US,NM,KLRU,32.283,-106.917,+1358.2,20020902,20051231
999999,93042,DALHART MUNICIPAL AP         ,US,TX,KDHT,36.017,-102.550,+1217.4,19481210,19550101
999999,93044,ZUNI                         ,US,NM,ZUN ,35.067,-108.833,+1923.3,19490217,19721231
999999,93045,TRUTH OR CONSEQUENCES MUNI AP,US,NM,KTCS,33.237,-107.268,+1480.7,19500526,19721231
999999,93057,GRANTS MILAN MUNICIPAL AP    ,US,NM,KGNT,35.166,-107.899,+1987.3,19540101,19550101
999999,93063,SILVER CITY GRANT CO         ,US,NM,KSVC,32.633,-108.167,+1659.9,19600502,19680830
999999,93092,NWS AWRS                     ,US,NM,    ,36.9,-106.583,+2393.0,20020902,20051231
999999,93101,EL TORO MCAS                 ,US,CA,KNZJ,33.667,-117.733,+0116.7,19450301,20001101
999999,93102,FALLON NAAS                  ,US,NV,KNFL,39.417,-118.717,+1199.1,19450301,19721231
999999,93104,CHINA LAKE NAF               ,US,CA,KNID,35.688,-117.693,+0695.9,19450401,19721201
999999,93105,LITCHFIELD PARK NAF          ,US,AZ,    ,33.433,-112.367,+0292.0,19480401,19660929
999999,93106,LOS ALAMITOS                 ,US,CA,KSLI,33.783,-118.050,+0011.0,19450401,19710731
999999,93107,SAN DIEGO MIRAMAR NAS        ,US,CA,KNKX,32.867,-117.133,+0145.7,19470701,19881231
999999,93108,MOJAVE MCAS                  ,US,CA,    ,35.117,-118.150,+0841.9,19450401,19470101
999999,93111,POINT MUGU NF                ,US,CA,KNTD,34.117,-119.117,+0003.7,19460301,19721231
999999,93113,SAN PEDRO NAS                ,US,CA,    ,33.75,-118.250,+0013.1,19450301,19470601
999999,93114,MARINE CORPS AIR STATION     ,US,CA,KNTK,33.7,-117.833,+0017.1,19450301,19751231
999999,93115,IMPERIAL BEACH REAM FIELD NAS,US,CA,KNRS,32.567,-117.117,+0007.0,19450501,19721231
999999,93116,SAN NICHOLAS ISLAND          ,US,CA,KNSI,33.25,-119.450,+0153.6,19450401,19721201
999999,93118,SALTON SEA NAAF              ,US,CA,    ,33.2,-115.833,-0068.9,19450401,19451101
